url,classification,canonical_declared,canonical_count,self_referencing,canonical_status,canonical_classification
https://5sigmas.com/series/seguridad-ia/01-prompt-injection/,INDEX,https://5sigmas.com/series/seguridad-ia/01-prompt-injection/,1,True,200,INDEX
https://5sigmas.com/series/seguridad-ia/02-jailbreaks/,INDEX,https://5sigmas.com/series/seguridad-ia/02-jailbreaks/,1,True,200,INDEX
https://5sigmas.com/series/seguridad-ia/03-envenenamiento/,INDEX,https://5sigmas.com/series/seguridad-ia/03-envenenamiento/,1,True,200,INDEX
https://5sigmas.com/series/seguridad-ia/04-red-teaming/,INDEX,https://5sigmas.com/series/seguridad-ia/04-red-teaming/,1,True,200,INDEX
https://5sigmas.com/series/seguridad-ia/05-controles-produccion/,INDEX,https://5sigmas.com/series/seguridad-ia/05-controles-produccion/,1,True,200,INDEX
https://5sigmas.com/tags/,NOINDEX,https://5sigmas.com/tags/,1,True,200,NOINDEX
https://5sigmas.com/temas/,INDEX,https://5sigmas.com/temas/,1,True,200,INDEX
https://5sigmas.com/temas/agentes-ia/,INDEX,https://5sigmas.com/temas/agentes-ia/,1,True,200,INDEX
https://5sigmas.com/temas/evaluacion-modelos/,INDEX,https://5sigmas.com/temas/evaluacion-modelos/,1,True,200,INDEX
https://5sigmas.com/temas/llms/,INDEX,https://5sigmas.com/temas/llms/,1,True,200,INDEX
https://5sigmas.com/temas/prompt-injection/,INDEX,https://5sigmas.com/temas/prompt-injection/,1,True,200,INDEX
https://5sigmas.com/temas/razonamiento/,INDEX,https://5sigmas.com/temas/razonamiento/,1,True,200,INDEX
https://5sigmas.com/temas/transformer/,INDEX,https://5sigmas.com/temas/transformer/,1,True,200,INDEX
https://5sigmas.com/videos/,INDEX,https://5sigmas.com/videos/,1,True,200,INDEX
