url,sitemaps,status,classification,canonical,canonical_ok,valid
https://5sigmas.com/en/videos/series/modelos-razonadores/02-fallos/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/modelos-razonadores/02-fallos/,True,True
https://5sigmas.com/en/videos/series/modelos-razonadores/03-test-time-compute/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/modelos-razonadores/03-test-time-compute/,True,True
https://5sigmas.com/en/videos/series/modelos-razonadores/04-latencia-streaming/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/modelos-razonadores/04-latencia-streaming/,True,True
https://5sigmas.com/en/videos/series/modelos-razonadores/05-riesgos/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/modelos-razonadores/05-riesgos/,True,True
https://5sigmas.com/en/videos/series/multimodalidad-iag/00_presentacion_serie/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/multimodalidad-iag/00_presentacion_serie/,True,True
https://5sigmas.com/en/videos/series/multimodalidad-iag/01-el-problema/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/multimodalidad-iag/01-el-problema/,True,True
https://5sigmas.com/en/videos/series/multimodalidad-iag/02-alineamiento/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/multimodalidad-iag/02-alineamiento/,True,True
https://5sigmas.com/en/videos/series/multimodalidad-iag/03-arquitecturas/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/multimodalidad-iag/03-arquitecturas/,True,True
https://5sigmas.com/en/videos/series/multimodalidad-iag/04-evaluacion/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/multimodalidad-iag/04-evaluacion/,True,True
https://5sigmas.com/en/videos/series/multimodalidad-iag/05-riesgos/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/multimodalidad-iag/05-riesgos/,True,True
https://5sigmas.com/en/videos/series/seguridad-ia/00_presentacion_serie/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/seguridad-ia/00_presentacion_serie/,True,True
https://5sigmas.com/en/videos/series/seguridad-ia/01-prompt-injection/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/seguridad-ia/01-prompt-injection/,True,True
https://5sigmas.com/en/videos/series/seguridad-ia/02-jailbreaks/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/seguridad-ia/02-jailbreaks/,True,True
https://5sigmas.com/en/videos/series/seguridad-ia/03-envenenamiento/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/seguridad-ia/03-envenenamiento/,True,True
https://5sigmas.com/en/videos/series/seguridad-ia/04-red-teaming/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/seguridad-ia/04-red-teaming/,True,True
https://5sigmas.com/en/videos/series/seguridad-ia/05-controles-produccion/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/videos/series/seguridad-ia/05-controles-produccion/,True,True
https://5sigmas.com/en/visuales/,en/sitemap.xml,200,INDEX,https://5sigmas.com/en/visuales/,True,True
https://5sigmas.com/meta/about/,sitemap.xml,200,INDEX,https://5sigmas.com/meta/about/,True,True
https://5sigmas.com/series/,sitemap.xml,200,INDEX,https://5sigmas.com/series/,True,True
https://5sigmas.com/series/agentes-ia/00_presentacion_serie/,sitemap.xml,200,INDEX,https://5sigmas.com/series/agentes-ia/00_presentacion_serie/,True,True
https://5sigmas.com/series/agentes-ia/01-que-es-un-agente/,sitemap.xml,200,INDEX,https://5sigmas.com/series/agentes-ia/01-que-es-un-agente/,True,True
https://5sigmas.com/series/agentes-ia/02-anatomia-de-un-agente/,sitemap.xml,200,INDEX,https://5sigmas.com/series/agentes-ia/02-anatomia-de-un-agente/,True,True
https://5sigmas.com/series/agentes-ia/03-como-evaluar-un-agente/,sitemap.xml,200,INDEX,https://5sigmas.com/series/agentes-ia/03-como-evaluar-un-agente/,True,True
https://5sigmas.com/series/agentes-ia/04-seguridad-agentes/,sitemap.xml,200,INDEX,https://5sigmas.com/series/agentes-ia/04-seguridad-agentes/,True,True
https://5sigmas.com/series/agentes-ia/05-de-la-demo-a-produccion/,sitemap.xml,200,INDEX,https://5sigmas.com/series/agentes-ia/05-de-la-demo-a-produccion/,True,True
https://5sigmas.com/series/datacenters-espacio/00_presentacion_serie/,sitemap.xml,200,INDEX,https://5sigmas.com/series/datacenters-espacio/00_presentacion_serie/,True,True
https://5sigmas.com/series/datacenters-espacio/01-por-que-ahora/,sitemap.xml,200,INDEX,https://5sigmas.com/series/datacenters-espacio/01-por-que-ahora/,True,True
https://5sigmas.com/series/datacenters-espacio/02-energia-calor-conectividad/,sitemap.xml,200,INDEX,https://5sigmas.com/series/datacenters-espacio/02-energia-calor-conectividad/,True,True
